l,one,two
0,data_speech_commands_v0.02/visual/d394ef8e_visual_0.wav,data_speech_commands_v0.02/four/92a9c5e6_four_0.wav
1,data_speech_commands_v0.02/visual/773e26f7_visual_0.wav,data_speech_commands_v0.02/forward/773e26f7_forward_0.wav
1,data_speech_commands_v0.02/visual/773e26f7_visual_0.wav,data_speech_commands_v0.02/nine/773e26f7_nine_3.wav
0,data_speech_commands_v0.02/visual/773e26f7_visual_0.wav,data_speech_commands_v0.02/left/a55105d0_left_2.wav
0,data_speech_commands_v0.02/visual/773e26f7_visual_0.wav,data_speech_commands_v0.02/go/32ad5b65_go_2.wav
1,data_speech_commands_v0.02/visual/559bc36a_visual_0.wav,data_speech_commands_v0.02/eight/559bc36a_eight_1.wav
1,data_speech_commands_v0.02/visual/559bc36a_visual_0.wav,data_speech_commands_v0.02/left/559bc36a_left_3.wav
0,data_speech_commands_v0.02/visual/559bc36a_visual_0.wav,data_speech_commands_v0.02/yes/74241b28_yes_3.wav
0,data_speech_commands_v0.02/visual/559bc36a_visual_0.wav,data_speech_commands_v0.02/five/9f93e408_five_0.wav
1,data_speech_commands_v0.02/eight/ca4d5368_eight_0.wav,data_speech_commands_v0.02/three/ca4d5368_three_2.wav
1,data_speech_commands_v0.02/eight/ca4d5368_eight_0.wav,data_speech_commands_v0.02/down/ca4d5368_down_3.wav
0,data_speech_commands_v0.02/eight/ca4d5368_eight_0.wav,data_speech_commands_v0.02/six/13199b79_six_0.wav
0,data_speech_commands_v0.02/eight/ca4d5368_eight_0.wav,data_speech_commands_v0.02/no/845f8553_no_0.wav
1,data_speech_commands_v0.02/eight/3c257192_eight_0.wav,data_speech_commands_v0.02/off/3c257192_off_1.wav
1,data_speech_commands_v0.02/eight/3c257192_eight_0.wav,data_speech_commands_v0.02/six/3c257192_six_3.wav
0,data_speech_commands_v0.02/eight/3c257192_eight_0.wav,data_speech_commands_v0.02/no/51055bda_no_0.wav
0,data_speech_commands_v0.02/eight/3c257192_eight_0.wav,data_speech_commands_v0.02/up/c0445658_up_3.wav
1,data_speech_commands_v0.02/eight/25e95412_eight_0.wav,data_speech_commands_v0.02/yes/25e95412_yes_0.wav
1,data_speech_commands_v0.02/eight/25e95412_eight_0.wav,data_speech_commands_v0.02/yes/25e95412_yes_2.wav
0,data_speech_commands_v0.02/eight/25e95412_eight_0.wav,data_speech_commands_v0.02/off/b49caed3_off_1.wav
0,data_speech_commands_v0.02/eight/25e95412_eight_0.wav,data_speech_commands_v0.02/two/72242187_two_2.wav
1,data_speech_commands_v0.02/eight/3ce4910e_eight_0.wav,data_speech_commands_v0.02/four/3ce4910e_four_0.wav
1,data_speech_commands_v0.02/eight/3ce4910e_eight_0.wav,data_speech_commands_v0.02/four/3ce4910e_four_2.wav
0,data_speech_commands_v0.02/eight/3ce4910e_eight_0.wav,data_speech_commands_v0.02/four/46a153d8_four_3.wav
0,data_speech_commands_v0.02/eight/3ce4910e_eight_0.wav,data_speech_commands_v0.02/yes/a7acbbeb_yes_0.wav
1,data_speech_commands_v0.02/eight/1dc86f91_eight_0.wav,data_speech_commands_v0.02/up/1dc86f91_up_0.wav
1,data_speech_commands_v0.02/eight/1dc86f91_eight_0.wav,data_speech_commands_v0.02/two/1dc86f91_two_3.wav
0,data_speech_commands_v0.02/eight/1dc86f91_eight_0.wav,data_speech_commands_v0.02/eight/b97c9f77_eight_3.wav
0,data_speech_commands_v0.02/eight/1dc86f91_eight_0.wav,data_speech_commands_v0.02/nine/b9db6e42_nine_3.wav
1,data_speech_commands_v0.02/eight/f5341341_eight_0.wav,data_speech_commands_v0.02/two/f5341341_two_0.wav
1,data_speech_commands_v0.02/eight/f5341341_eight_0.wav,data_speech_commands_v0.02/five/f5341341_five_0.wav
0,data_speech_commands_v0.02/eight/f5341341_eight_0.wav,data_speech_commands_v0.02/nine/31f01a8d_nine_3.wav
0,data_speech_commands_v0.02/eight/f5341341_eight_0.wav,data_speech_commands_v0.02/go/2dc4f05d_go_0.wav
1,data_speech_commands_v0.02/eight/eeaf97c3_eight_0.wav,data_speech_commands_v0.02/one/eeaf97c3_one_3.wav
1,data_speech_commands_v0.02/eight/eeaf97c3_eight_0.wav,data_speech_commands_v0.02/stop/eeaf97c3_stop_1.wav
0,data_speech_commands_v0.02/eight/eeaf97c3_eight_0.wav,data_speech_commands_v0.02/right/fa57ab3b_right_2.wav
0,data_speech_commands_v0.02/eight/eeaf97c3_eight_0.wav,data_speech_commands_v0.02/left/4c6944d6_left_2.wav
1,data_speech_commands_v0.02/eight/b308773d_eight_0.wav,data_speech_commands_v0.02/right/b308773d_right_0.wav
1,data_speech_commands_v0.02/eight/b308773d_eight_0.wav,data_speech_commands_v0.02/six/b308773d_six_3.wav
0,data_speech_commands_v0.02/eight/b308773d_eight_0.wav,data_speech_commands_v0.02/visual/bdd22e4d_visual_0.wav
0,data_speech_commands_v0.02/eight/b308773d_eight_0.wav,data_speech_commands_v0.02/off/cd7f8c1b_off_3.wav
1,data_speech_commands_v0.02/eight/513aeddf_eight_0.wav,data_speech_commands_v0.02/down/513aeddf_down_2.wav
1,data_speech_commands_v0.02/eight/513aeddf_eight_0.wav,data_speech_commands_v0.02/one/513aeddf_one_0.wav
0,data_speech_commands_v0.02/eight/513aeddf_eight_0.wav,data_speech_commands_v0.02/one/37dca74f_one_1.wav
0,data_speech_commands_v0.02/eight/513aeddf_eight_0.wav,data_speech_commands_v0.02/forward/fb7eb481_forward_3.wav
1,data_speech_commands_v0.02/eight/4c3cddb8_eight_0.wav,data_speech_commands_v0.02/backward/4c3cddb8_backward_2.wav
1,data_speech_commands_v0.02/eight/4c3cddb8_eight_0.wav,data_speech_commands_v0.02/seven/4c3cddb8_seven_0.wav
0,data_speech_commands_v0.02/eight/4c3cddb8_eight_0.wav,data_speech_commands_v0.02/one/a045368c_one_2.wav
0,data_speech_commands_v0.02/eight/4c3cddb8_eight_0.wav,data_speech_commands_v0.02/left/b69002d4_left_0.wav
1,data_speech_commands_v0.02/eight/eb0676ec_eight_0.wav,data_speech_commands_v0.02/one/eb0676ec_one_2.wav
1,data_speech_commands_v0.02/eight/eb0676ec_eight_0.wav,data_speech_commands_v0.02/on/eb0676ec_on_0.wav
0,data_speech_commands_v0.02/eight/eb0676ec_eight_0.wav,data_speech_commands_v0.02/down/fb727898_down_1.wav
0,data_speech_commands_v0.02/eight/eb0676ec_eight_0.wav,data_speech_commands_v0.02/bird/1b835b87_bird_2.wav
1,data_speech_commands_v0.02/eight/0d90d8e1_eight_0.wav,data_speech_commands_v0.02/six/0d90d8e1_six_2.wav
1,data_speech_commands_v0.02/eight/0d90d8e1_eight_0.wav,data_speech_commands_v0.02/seven/0d90d8e1_seven_1.wav
0,data_speech_commands_v0.02/eight/0d90d8e1_eight_0.wav,data_speech_commands_v0.02/left/a05a90c1_left_2.wav
0,data_speech_commands_v0.02/eight/0d90d8e1_eight_0.wav,data_speech_commands_v0.02/two/cb72dfb6_two_0.wav
1,data_speech_commands_v0.02/eight/bb6d4301_eight_0.wav,data_speech_commands_v0.02/go/bb6d4301_go_0.wav
1,data_speech_commands_v0.02/eight/bb6d4301_eight_0.wav,data_speech_commands_v0.02/left/bb6d4301_left_1.wav
0,data_speech_commands_v0.02/eight/bb6d4301_eight_0.wav,data_speech_commands_v0.02/seven/a1cff772_seven_3.wav
0,data_speech_commands_v0.02/eight/bb6d4301_eight_0.wav,data_speech_commands_v0.02/zero/9aa21fa9_zero_1.wav
1,data_speech_commands_v0.02/eight/30276d03_eight_0.wav,data_speech_commands_v0.02/yes/30276d03_yes_1.wav
1,data_speech_commands_v0.02/eight/30276d03_eight_0.wav,data_speech_commands_v0.02/two/30276d03_two_0.wav
0,data_speech_commands_v0.02/eight/30276d03_eight_0.wav,data_speech_commands_v0.02/no/3bb68054_no_1.wav
0,data_speech_commands_v0.02/eight/30276d03_eight_0.wav,data_speech_commands_v0.02/no/b5cf6ea8_no_1.wav
1,data_speech_commands_v0.02/forward/dae01802_forward_0.wav,data_speech_commands_v0.02/one/dae01802_one_1.wav
1,data_speech_commands_v0.02/forward/dae01802_forward_0.wav,data_speech_commands_v0.02/down/dae01802_down_1.wav
0,data_speech_commands_v0.02/forward/dae01802_forward_0.wav,data_speech_commands_v0.02/one/30802c5d_one_2.wav
0,data_speech_commands_v0.02/forward/dae01802_forward_0.wav,data_speech_commands_v0.02/right/1e02ffc5_right_2.wav
1,data_speech_commands_v0.02/forward/40738a2d_forward_0.wav,data_speech_commands_v0.02/up/40738a2d_up_2.wav
1,data_speech_commands_v0.02/forward/40738a2d_forward_0.wav,data_speech_commands_v0.02/yes/40738a2d_yes_1.wav
0,data_speech_commands_v0.02/forward/40738a2d_forward_0.wav,data_speech_commands_v0.02/forward/acfd5b5e_forward_1.wav
0,data_speech_commands_v0.02/forward/40738a2d_forward_0.wav,data_speech_commands_v0.02/off/1acc97de_off_1.wav
1,data_speech_commands_v0.02/forward/b69002d4_forward_0.wav,data_speech_commands_v0.02/forward/b69002d4_forward_3.wav
1,data_speech_commands_v0.02/forward/b69002d4_forward_0.wav,data_speech_commands_v0.02/off/b69002d4_off_2.wav
0,data_speech_commands_v0.02/forward/b69002d4_forward_0.wav,data_speech_commands_v0.02/five/b9f46737_five_3.wav
0,data_speech_commands_v0.02/forward/b69002d4_forward_0.wav,data_speech_commands_v0.02/two/0717b9f6_two_2.wav
1,data_speech_commands_v0.02/forward/8e523821_forward_0.wav,data_speech_commands_v0.02/visual/8e523821_visual_3.wav
1,data_speech_commands_v0.02/forward/8e523821_forward_0.wav,data_speech_commands_v0.02/stop/8e523821_stop_0.wav
0,data_speech_commands_v0.02/forward/8e523821_forward_0.wav,data_speech_commands_v0.02/up/02ade946_up_1.wav
0,data_speech_commands_v0.02/forward/8e523821_forward_0.wav,data_speech_commands_v0.02/follow/d1dd03ed_follow_0.wav
1,data_speech_commands_v0.02/forward/96d8bb6f_forward_0.wav,data_speech_commands_v0.02/seven/96d8bb6f_seven_3.wav
1,data_speech_commands_v0.02/forward/96d8bb6f_forward_0.wav,data_speech_commands_v0.02/right/96d8bb6f_right_2.wav
0,data_speech_commands_v0.02/forward/96d8bb6f_forward_0.wav,data_speech_commands_v0.02/up/7213ed54_up_2.wav
0,data_speech_commands_v0.02/forward/96d8bb6f_forward_0.wav,data_speech_commands_v0.02/zero/b91b718c_zero_0.wav
1,data_speech_commands_v0.02/forward/833d9f56_forward_0.wav,data_speech_commands_v0.02/two/833d9f56_two_0.wav
1,data_speech_commands_v0.02/forward/833d9f56_forward_0.wav,data_speech_commands_v0.02/forward/833d9f56_forward_2.wav
0,data_speech_commands_v0.02/forward/833d9f56_forward_0.wav,data_speech_commands_v0.02/off/7e7ca854_off_2.wav
0,data_speech_commands_v0.02/forward/833d9f56_forward_0.wav,data_speech_commands_v0.02/backward/c50f55b8_backward_2.wav
1,data_speech_commands_v0.02/forward/4c6944d6_forward_0.wav,data_speech_commands_v0.02/four/4c6944d6_four_1.wav
1,data_speech_commands_v0.02/forward/4c6944d6_forward_0.wav,data_speech_commands_v0.02/forward/4c6944d6_forward_0.wav
0,data_speech_commands_v0.02/forward/4c6944d6_forward_0.wav,data_speech_commands_v0.02/zero/c22ebf46_zero_0.wav
0,data_speech_commands_v0.02/forward/4c6944d6_forward_0.wav,data_speech_commands_v0.02/one/679463fc_one_3.wav
1,data_speech_commands_v0.02/forward/bdd22e4d_forward_0.wav,data_speech_commands_v0.02/visual/bdd22e4d_visual_0.wav
1,data_speech_commands_v0.02/forward/bdd22e4d_forward_0.wav,data_speech_commands_v0.02/go/bdd22e4d_go_3.wav
0,data_speech_commands_v0.02/forward/bdd22e4d_forward_0.wav,data_speech_commands_v0.02/yes/837a0f64_yes_3.wav
0,data_speech_commands_v0.02/forward/bdd22e4d_forward_0.wav,data_speech_commands_v0.02/seven/a97017df_seven_2.wav
1,data_speech_commands_v0.02/forward/90e72357_forward_0.wav,data_speech_commands_v0.02/off/90e72357_off_0.wav
1,data_speech_commands_v0.02/forward/90e72357_forward_0.wav,data_speech_commands_v0.02/zero/90e72357_zero_1.wav
0,data_speech_commands_v0.02/forward/90e72357_forward_0.wav,data_speech_commands_v0.02/off/45692b02_off_3.wav
0,data_speech_commands_v0.02/forward/90e72357_forward_0.wav,data_speech_commands_v0.02/forward/845f8553_forward_2.wav
1,data_speech_commands_v0.02/forward/51f7a034_forward_0.wav,data_speech_commands_v0.02/no/51f7a034_no_2.wav
1,data_speech_commands_v0.02/forward/51f7a034_forward_0.wav,data_speech_commands_v0.02/forward/51f7a034_forward_0.wav
0,data_speech_commands_v0.02/forward/51f7a034_forward_0.wav,data_speech_commands_v0.02/right/c50f55b8_right_1.wav
0,data_speech_commands_v0.02/forward/51f7a034_forward_0.wav,data_speech_commands_v0.02/on/cb2929ce_on_1.wav
1,data_speech_commands_v0.02/forward/d3831f6a_forward_0.wav,data_speech_commands_v0.02/nine/d3831f6a_nine_2.wav
1,data_speech_commands_v0.02/forward/d3831f6a_forward_0.wav,data_speech_commands_v0.02/follow/d3831f6a_follow_3.wav
0,data_speech_commands_v0.02/forward/d3831f6a_forward_0.wav,data_speech_commands_v0.02/eight/2bdbe5f7_eight_1.wav
0,data_speech_commands_v0.02/forward/d3831f6a_forward_0.wav,data_speech_commands_v0.02/off/525eaa62_off_1.wav
1,data_speech_commands_v0.02/forward/779de043_forward_0.wav,data_speech_commands_v0.02/nine/779de043_nine_3.wav
1,data_speech_commands_v0.02/forward/779de043_forward_0.wav,data_speech_commands_v0.02/yes/779de043_yes_0.wav
0,data_speech_commands_v0.02/forward/779de043_forward_0.wav,data_speech_commands_v0.02/six/fa52ddf6_six_2.wav
0,data_speech_commands_v0.02/forward/779de043_forward_0.wav,data_speech_commands_v0.02/down/46a153d8_down_1.wav
1,data_speech_commands_v0.02/forward/b4ea0d9a_forward_0.wav,data_speech_commands_v0.02/down/b4ea0d9a_down_1.wav
1,data_speech_commands_v0.02/forward/b4ea0d9a_forward_0.wav,data_speech_commands_v0.02/seven/b4ea0d9a_seven_3.wav
0,data_speech_commands_v0.02/forward/b4ea0d9a_forward_0.wav,data_speech_commands_v0.02/no/28ed6bc9_no_2.wav
0,data_speech_commands_v0.02/forward/b4ea0d9a_forward_0.wav,data_speech_commands_v0.02/down/27c24504_down_2.wav
1,data_speech_commands_v0.02/forward/773e26f7_forward_0.wav,data_speech_commands_v0.02/two/773e26f7_two_1.wav
1,data_speech_commands_v0.02/forward/773e26f7_forward_0.wav,data_speech_commands_v0.02/on/773e26f7_on_2.wav
0,data_speech_commands_v0.02/forward/773e26f7_forward_0.wav,data_speech_commands_v0.02/visual/bb6d4301_visual_3.wav
0,data_speech_commands_v0.02/forward/773e26f7_forward_0.wav,data_speech_commands_v0.02/right/a77fbcfd_right_1.wav
1,data_speech_commands_v0.02/six/a9ca1818_six_0.wav,data_speech_commands_v0.02/up/a9ca1818_up_1.wav
1,data_speech_commands_v0.02/six/a9ca1818_six_0.wav,data_speech_commands_v0.02/stop/a9ca1818_stop_2.wav
0,data_speech_commands_v0.02/six/a9ca1818_six_0.wav,data_speech_commands_v0.02/backward/c50f55b8_backward_10.wav
0,data_speech_commands_v0.02/six/a9ca1818_six_0.wav,data_speech_commands_v0.02/backward/57152045_backward_3.wav
1,data_speech_commands_v0.02/six/b9f46737_six_0.wav,data_speech_commands_v0.02/up/b9f46737_up_1.wav
1,data_speech_commands_v0.02/six/b9f46737_six_0.wav,data_speech_commands_v0.02/go/b9f46737_go_1.wav
0,data_speech_commands_v0.02/six/b9f46737_six_0.wav,data_speech_commands_v0.02/two/9a76f8c3_two_0.wav
0,data_speech_commands_v0.02/six/b9f46737_six_0.wav,data_speech_commands_v0.02/up/3f45a0cf_up_2.wav
1,data_speech_commands_v0.02/six/645ed69d_six_0.wav,data_speech_commands_v0.02/down/645ed69d_down_0.wav
1,data_speech_commands_v0.02/six/645ed69d_six_0.wav,data_speech_commands_v0.02/zero/645ed69d_zero_2.wav
0,data_speech_commands_v0.02/six/645ed69d_six_0.wav,data_speech_commands_v0.02/off/099d52ad_off_0.wav
0,data_speech_commands_v0.02/six/645ed69d_six_0.wav,data_speech_commands_v0.02/yes/d962e5ac_yes_1.wav
1,data_speech_commands_v0.02/six/f8ba7c0e_six_0.wav,data_speech_commands_v0.02/no/f8ba7c0e_no_1.wav
1,data_speech_commands_v0.02/six/f8ba7c0e_six_0.wav,data_speech_commands_v0.02/eight/f8ba7c0e_eight_3.wav
0,data_speech_commands_v0.02/six/f8ba7c0e_six_0.wav,data_speech_commands_v0.02/visual/833d9f56_visual_1.wav
0,data_speech_commands_v0.02/six/f8ba7c0e_six_0.wav,data_speech_commands_v0.02/sheila/fbe51750_sheila_1.wav
1,data_speech_commands_v0.02/six/eaa83485_six_0.wav,data_speech_commands_v0.02/backward/eaa83485_backward_3.wav
1,data_speech_commands_v0.02/six/eaa83485_six_0.wav,data_speech_commands_v0.02/two/eaa83485_two_1.wav
0,data_speech_commands_v0.02/six/eaa83485_six_0.wav,data_speech_commands_v0.02/go/321aba74_go_0.wav
0,data_speech_commands_v0.02/six/eaa83485_six_0.wav,data_speech_commands_v0.02/seven/b414c653_seven_1.wav
1,data_speech_commands_v0.02/six/c9b5ff26_six_0.wav,data_speech_commands_v0.02/zero/c9b5ff26_zero_2.wav
1,data_speech_commands_v0.02/six/c9b5ff26_six_0.wav,data_speech_commands_v0.02/on/c9b5ff26_on_0.wav
0,data_speech_commands_v0.02/six/c9b5ff26_six_0.wav,data_speech_commands_v0.02/nine/1dc86f91_nine_1.wav
0,data_speech_commands_v0.02/six/c9b5ff26_six_0.wav,data_speech_commands_v0.02/yes/2bdbe5f7_yes_3.wav
1,data_speech_commands_v0.02/six/c0445658_six_0.wav,data_speech_commands_v0.02/stop/c0445658_stop_1.wav
1,data_speech_commands_v0.02/six/c0445658_six_0.wav,data_speech_commands_v0.02/no/c0445658_no_3.wav
0,data_speech_commands_v0.02/six/c0445658_six_0.wav,data_speech_commands_v0.02/five/9a69672b_five_2.wav
0,data_speech_commands_v0.02/six/c0445658_six_0.wav,data_speech_commands_v0.02/one/73f20b00_one_1.wav
1,data_speech_commands_v0.02/six/ceef6d96_six_0.wav,data_speech_commands_v0.02/left/ceef6d96_left_1.wav
1,data_speech_commands_v0.02/six/ceef6d96_six_0.wav,data_speech_commands_v0.02/zero/ceef6d96_zero_0.wav
0,data_speech_commands_v0.02/six/ceef6d96_six_0.wav,data_speech_commands_v0.02/seven/a55105d0_seven_0.wav
0,data_speech_commands_v0.02/six/ceef6d96_six_0.wav,data_speech_commands_v0.02/nine/742d6431_nine_0.wav
1,data_speech_commands_v0.02/six/7be9f58a_six_0.wav,data_speech_commands_v0.02/six/7be9f58a_six_3.wav
1,data_speech_commands_v0.02/six/7be9f58a_six_0.wav,data_speech_commands_v0.02/six/7be9f58a_six_3.wav
0,data_speech_commands_v0.02/six/7be9f58a_six_0.wav,data_speech_commands_v0.02/visual/45692b02_visual_1.wav
0,data_speech_commands_v0.02/six/7be9f58a_six_0.wav,data_speech_commands_v0.02/right/3d86b69a_right_2.wav
1,data_speech_commands_v0.02/six/fa52ddf6_six_0.wav,data_speech_commands_v0.02/no/fa52ddf6_no_0.wav
1,data_speech_commands_v0.02/six/fa52ddf6_six_0.wav,data_speech_commands_v0.02/seven/fa52ddf6_seven_2.wav
0,data_speech_commands_v0.02/six/fa52ddf6_six_0.wav,data_speech_commands_v0.02/one/a1e71565_one_0.wav
0,data_speech_commands_v0.02/six/fa52ddf6_six_0.wav,data_speech_commands_v0.02/stop/37dca74f_stop_1.wav
1,data_speech_commands_v0.02/six/bfa63751_six_0.wav,data_speech_commands_v0.02/six/bfa63751_six_1.wav
1,data_speech_commands_v0.02/six/bfa63751_six_0.wav,data_speech_commands_v0.02/six/bfa63751_six_2.wav
0,data_speech_commands_v0.02/six/bfa63751_six_0.wav,data_speech_commands_v0.02/no/b83c1acf_no_2.wav
0,data_speech_commands_v0.02/six/bfa63751_six_0.wav,data_speech_commands_v0.02/left/fbb2f6cc_left_1.wav
1,data_speech_commands_v0.02/six/042a8dde_six_0.wav,data_speech_commands_v0.02/go/042a8dde_go_0.wav
1,data_speech_commands_v0.02/six/042a8dde_six_0.wav,data_speech_commands_v0.02/seven/042a8dde_seven_0.wav
0,data_speech_commands_v0.02/six/042a8dde_six_0.wav,data_speech_commands_v0.02/off/b97c9f77_off_1.wav
0,data_speech_commands_v0.02/six/042a8dde_six_0.wav,data_speech_commands_v0.02/five/435695e3_five_1.wav
1,data_speech_commands_v0.02/six/e99d36c8_six_0.wav,data_speech_commands_v0.02/six/e99d36c8_six_3.wav
1,data_speech_commands_v0.02/six/e99d36c8_six_0.wav,data_speech_commands_v0.02/six/e99d36c8_six_1.wav
0,data_speech_commands_v0.02/six/e99d36c8_six_0.wav,data_speech_commands_v0.02/off/b66f4f93_off_2.wav
0,data_speech_commands_v0.02/six/e99d36c8_six_0.wav,data_speech_commands_v0.02/four/2aca1e72_four_3.wav
1,data_speech_commands_v0.02/six/d0faf7e4_six_0.wav,data_speech_commands_v0.02/one/d0faf7e4_one_2.wav
1,data_speech_commands_v0.02/six/d0faf7e4_six_0.wav,data_speech_commands_v0.02/zero/d0faf7e4_zero_2.wav
0,data_speech_commands_v0.02/six/d0faf7e4_six_0.wav,data_speech_commands_v0.02/follow/0b7ee1a0_follow_1.wav
0,data_speech_commands_v0.02/six/d0faf7e4_six_0.wav,data_speech_commands_v0.02/stop/6565a81d_stop_1.wav
1,data_speech_commands_v0.02/left/0ea9c8ce_left_0.wav,data_speech_commands_v0.02/backward/0ea9c8ce_backward_0.wav
1,data_speech_commands_v0.02/left/0ea9c8ce_left_0.wav,data_speech_commands_v0.02/down/0ea9c8ce_down_3.wav
0,data_speech_commands_v0.02/left/0ea9c8ce_left_0.wav,data_speech_commands_v0.02/five/7d6b4b10_five_1.wav
0,data_speech_commands_v0.02/left/0ea9c8ce_left_0.wav,data_speech_commands_v0.02/yes/0585b66d_yes_3.wav
1,data_speech_commands_v0.02/left/f5626af6_left_0.wav,data_speech_commands_v0.02/three/f5626af6_three_2.wav
1,data_speech_commands_v0.02/left/f5626af6_left_0.wav,data_speech_commands_v0.02/yes/f5626af6_yes_2.wav
0,data_speech_commands_v0.02/left/f5626af6_left_0.wav,data_speech_commands_v0.02/one/3a3ee7ed_one_1.wav
0,data_speech_commands_v0.02/left/f5626af6_left_0.wav,data_speech_commands_v0.02/left/29fb33da_left_3.wav
1,data_speech_commands_v0.02/left/3c257192_left_0.wav,data_speech_commands_v0.02/zero/3c257192_zero_0.wav
1,data_speech_commands_v0.02/left/3c257192_left_0.wav,data_speech_commands_v0.02/up/3c257192_up_3.wav
0,data_speech_commands_v0.02/left/3c257192_left_0.wav,data_speech_commands_v0.02/four/54ad8f22_four_3.wav
0,data_speech_commands_v0.02/left/3c257192_left_0.wav,data_speech_commands_v0.02/go/c4e00ee9_go_1.wav
1,data_speech_commands_v0.02/left/953fe1ad_left_0.wav,data_speech_commands_v0.02/four/953fe1ad_four_3.wav
1,data_speech_commands_v0.02/left/953fe1ad_left_0.wav,data_speech_commands_v0.02/up/953fe1ad_up_1.wav
0,data_speech_commands_v0.02/left/953fe1ad_left_0.wav,data_speech_commands_v0.02/stop/be7a5b2d_stop_2.wav
0,data_speech_commands_v0.02/left/953fe1ad_left_0.wav,data_speech_commands_v0.02/five/525eaa62_five_1.wav
1,data_speech_commands_v0.02/left/964e8cfd_left_0.wav,data_speech_commands_v0.02/five/964e8cfd_five_1.wav
